tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,InternetService_No,tenure_monthly_charges_interaction,total_extra_services,avg_monthly_cost_per_tenure,risk_score,has_security_services,fiber_elec_check_risk,Contract_One year,SeniorCitizen,PaperlessBilling_Yes,OnlineSecurity_Yes,TechSupport_Yes,PhoneService_Yes,MultipleLines_Yes,OnlineBackup_Yes,Dependents_Yes,DeviceProtection_Yes,StreamingTV_Yes,StreamingMovies_Yes,monthly_log,total_log,monthly_sq,family_flag,monthly_charge_per_contract_year,senior_fiber_customer,high_charge_elec_check_risk,Churn
71,58.25,4145.9,0,1,0,0,4135.75,5,0.8204225236560209,0.0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,4.081765780015241,8.330116346138421,3393.0625,0,29.12498543750728,0,0.0,0
32,85.65,2664.3,1,0,0,0,2740.8,1,2.676562416357425,2.676562416357425,0,0,0,0,1,0,0,1,1,0,0,0,0,1,4.4618770161616155,7.888071900620851,7335.922500000001,0,85650000.00000001,0,0.0,0
26,50.35,1277.5,0,0,0,0,1309.1000000000001,3,1.9365383870562158,1.9365383870562158,1,0,0,0,1,0,0,0,0,0,0,1,1,1,3.9386649363745674,7.153442794731241,2535.1225,0,50350000.0,0,0.0,0
68,80.35,5589.3,1,0,0,0,5463.799999999999,1,1.1816176296820937,1.1816176296820937,1,0,0,1,1,0,0,1,1,0,0,1,0,0,4.3987608336650466,8.628788231972079,6456.1224999999995,0,80350000.0,1,0.0,0
2,20.2,34.75,0,0,0,1,40.4,0,10.099994950002523,10.099994950002523,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.054001181677967,3.5765502691400166,408.03999999999996,1,20.199979800020202,0,0.0,0
61,20.55,1305.95,0,1,0,1,1253.55,0,0.33688524037893053,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.070375816549757,7.175451457345406,422.3025,1,10.274994862502568,0,0.0,0
4,85.95,381.3,1,0,1,0,343.8,1,21.487494628126342,21.487494628126342,0,1,0,0,1,0,0,1,1,0,1,0,0,1,4.465333240800292,5.946205640702367,7387.4025,1,85950000.0,0,85.95,1
3,45.35,141.5,0,0,1,0,136.05,0,15.116661627779457,15.116661627779457,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.836221292011864,4.959341999708705,2056.6225,0,45350000.0,0,45.35,1
33,94.5,3105.55,1,0,1,0,3118.5,2,2.863636276859507,2.863636276859507,0,1,0,1,1,0,0,1,1,0,0,0,1,1,4.5591262474866845,8.041268064658302,8930.25,0,94500000.0,1,94.5,1
9,21.25,204.55,0,0,0,1,191.25,0,2.3611108487654615,2.3611108487654615,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3.1023420086122493,5.325689313343887,451.5625,0,21250000.0,0,0.0,0
22,26.25,605.9,0,1,0,1,577.5,0,1.1931817639462834,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.305053521109253,6.40836403284181,689.0625,0,13.12499343750328,0,0.0,0
5,80.85,356.1,1,0,1,0,404.25,1,16.169996766000644,16.169996766000644,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4.404888303817144,5.878015854600402,6536.722499999999,1,80850000.0,0,80.85,0
30,91.7,2758.15,1,0,0,0,2751.0,3,3.0566665647777813,3.0566665647777813,1,0,0,1,0,1,0,1,1,1,0,1,0,0,4.529368472571809,7.922677940263891,8408.890000000001,0,91700000.0,1,0.0,1
65,74.2,4805.65,0,1,0,0,4823.0,4,1.1415384439763316,0.0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,4.320151230955794,8.47775565475844,5505.64,0,37.099981450009274,0,0.0,0
45,87.25,3941.7,1,0,1,0,3926.25,2,1.9388888458024702,1.9388888458024702,1,1,0,0,1,0,1,1,1,0,0,1,0,0,4.480173695813406,8.27962104678323,7612.5625,0,87250000.0,0,87.25,1
5,20.35,92.75,0,0,0,1,101.75,0,4.069999186000163,4.069999186000163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0610517396746335,4.54063166485052,414.12250000000006,0,20350000.000000004,0,0.0,0
25,75.5,1901.05,1,0,1,0,1887.5,1,3.0199998792000047,3.0199998792000047,0,1,0,0,1,0,0,1,0,1,1,0,0,0,4.33729074083249,7.55068753087758,5700.25,1,75500000.0,0,75.5,0
72,79.05,5730.7,1,1,0,0,5691.599999999999,1,1.0979166514178242,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,4.382651439442724,8.653767449825429,6248.902499999999,1,39.52498023750988,0,0.0,0
27,90.15,2423.4,1,0,0,0,2434.05,2,3.338888765226342,3.338888765226342,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4.5125065011246726,7.79333935007713,8127.022500000001,0,90150000.00000001,0,0.0,0
32,50.6,1653.45,0,0,0,0,1619.2,3,1.5812499505859392,1.5812499505859392,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3.9435216724875173,7.411223906294559,2560.36,1,50600000.0,0,0.0,0
30,110.45,3327.05,1,0,0,0,3313.5,5,3.6816665439444485,3.6816665439444485,1,0,1,0,0,0,1,1,1,1,0,1,1,1,4.713576059831878,8.110141825866702,12199.202500000001,0,110.44988955011046,0,0.0,0
70,101.0,7085.5,1,1,0,0,7070.0,5,1.4428571222448983,0.0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,4.624972813284271,8.86594684460696,10201.0,0,50.49997475001262,0,0.0,0
42,79.35,3344.1,1,0,0,0,3332.7,1,1.8892856693027222,1.8892856693027222,0,0,0,1,1,0,0,1,1,1,0,0,0,0,4.386392092183521,8.115251867481689,6296.422499999999,0,79350000.0,1,0.0,0
72,89.85,6697.35,0,1,0,0,6469.2,6,1.2479166493344909,0.0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,4.50920979484218,8.809616506393237,8073.022499999999,0,44.924977537511225,0,0.0,0
47,65.0,2879.9,0,1,0,0,3055.0,3,1.3829786939791768,0.0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,4.189654742026425,7.965858024312037,4225.0,0,32.49998375000812,0,0.0,0
2,80.45,137.1,1,0,1,0,160.9,2,40.22497988751005,40.22497988751005,1,1,0,0,1,1,0,1,0,0,0,1,0,0,4.399989335048054,4.9279780604152466,6472.2025,0,80450000.0,0,80.45,0
10,98.55,1008.55,1,0,1,0,985.5,3,9.854999014500098,9.854999014500098,1,1,0,0,0,1,0,1,1,0,0,0,1,1,4.6006600305102054,6.917259965996383,9712.102499999999,0,98550000.0,0,98.55,1
61,24.1,1551.6,0,1,0,1,1470.1000000000001,0,0.3950819607363613,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3.2228678461377385,7.34768622397158,580.8100000000001,1,12.049993975003012,0,0.0,0
5,44.05,202.15,0,0,0,0,220.25,0,8.809998238000352,8.809998238000352,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.807772984054347,5.313944622433736,1940.4024999999997,0,44050000.0,0,0.0,0
72,110.8,7882.25,1,1,0,0,7977.599999999999,5,1.5388888675154324,0.0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,4.716711560720999,8.972495534371573,12276.64,0,55.39997230001384,1,0.0,0
72,114.95,8196.4,1,1,0,0,8276.4,6,1.5965277556037814,0.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4.753159063701541,9.011572309803286,13213.5025,1,57.474971262514366,1,0.0,0
3,75.05,202.9,1,0,0,0,225.14999999999998,1,25.016658327780554,25.016658327780554,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4.331391018705302,5.31762967758041,5632.5025,0,75050000.0,1,0.0,0
48,19.25,855.1,0,1,0,1,924.0,0,0.40104165831163213,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0081547935525483,6.75238719174844,370.5625,0,9.624995187502405,0,0.0,0
63,90.05,5817.0,1,0,0,0,5673.15,3,1.429365056676745,1.429365056676745,1,0,1,0,1,0,1,1,0,0,0,1,1,0,4.511408806173617,8.668711839055147,8109.0025,0,90.04990995009005,0,0.0,0
27,56.7,1652.95,0,0,0,0,1530.9,2,2.099999922222225,2.099999922222225,1,0,0,0,1,1,0,1,0,1,0,0,0,0,4.055257173514054,7.410921645380639,3214.8900000000003,0,56700000.00000001,0,0.0,0
70,80.15,5600.15,0,1,0,0,5610.5,5,1.1449999836428575,0.0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,4.396299293960601,8.630727212783206,6424.022500000001,1,40.07497996251002,0,0.0,0
7,71.35,515.75,0,0,0,0,499.44999999999993,4,10.192855686734902,10.192855686734902,1,0,0,0,1,1,1,1,0,0,1,1,0,1,4.281515453077493,6.247559198561878,5090.822499999999,1,71350000.0,0,0.0,0
0,20.25,2283.3004408418656,0,1,0,1,0.0,0,20250000.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.056356895370426,7.733815103649532,410.0625,0,10.12499493750253,0,0.0,0
2,90.35,190.5,1,0,1,0,180.7,3,45.17497741251129,45.17497741251129,1,1,0,0,0,1,0,1,0,1,0,0,1,0,4.514698282824016,5.254887808620701,8163.122499999999,0,90350000.0,0,90.35,0
20,98.55,1842.8,1,0,1,0,1971.0,3,4.927499753625012,4.927499753625012,1,1,0,1,1,0,0,1,1,0,0,1,1,1,4.6006600305102054,7.519583938364494,9712.102499999999,0,98550000.0,1,98.55,1
66,19.7,1253.8,0,1,0,1,1300.2,0,0.29848484396235087,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0301337002713233,7.134731476316523,388.09,0,9.849995075002461,0,0.0,0
3,19.85,57.2,0,0,0,1,59.550000000000004,0,6.616664461111847,6.616664461111847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0373539482448106,4.063885354737392,394.02250000000004,0,19850000.000000004,0,0.0,0
15,85.9,1269.55,1,0,0,0,1288.5,2,5.726666284888915,5.726666284888915,0,0,0,0,1,0,0,1,0,1,1,0,0,1,4.464758032271346,7.1472051565706565,7378.810000000001,0,85900000.00000001,0,0.0,1
72,90.35,6563.4,1,1,0,0,6505.2,3,1.2548610936824849,0.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,4.514698282824016,8.789416388805472,8163.122499999999,1,45.17497741251129,0,0.0,0
1,20.8,20.8,0,0,0,1,20.8,0,20.799979200020804,20.799979200020804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0819099697950434,3.0819099697950434,432.64000000000004,0,20800000.0,0,0.0,0
22,89.25,1907.85,1,0,1,0,1963.5,2,4.0568179974173635,4.0568179974173635,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4.502583597212991,7.554256245468311,7965.5625,0,89250000.0,0,89.25,1
3,70.3,208.85,1,0,1,0,210.89999999999998,0,23.433325522224823,23.433325522224823,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.26689632742025,5.346392989779599,4942.089999999999,0,70300000.0,0,70.3,1
72,66.85,4758.8,0,1,0,0,4813.2,3,0.9284722093267749,0.0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,4.217299386280878,8.467960929536012,4468.9225,1,33.424983287508354,0,0.0,0
65,19.9,1292.6,0,1,0,1,1293.5,0,0.30615384144378704,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.039749158970765,7.165184308262897,396.00999999999993,1,9.949995025002487,0,0.0,0
11,35.8,363.15,0,0,0,0,393.79999999999995,1,3.254545158677713,3.254545158677713,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.6054978451748854,5.897565870663924,1281.6399999999999,0,35800000.0,0,0.0,0
22,78.85,1600.25,1,0,0,0,1734.6999999999998,1,3.5840907461776927,3.5840907461776927,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4.380149874661021,7.378539853210944,6217.322499999999,0,78850000.0,0,0.0,0
14,20.4,275.7,0,0,0,1,285.59999999999997,0,1.457142753061232,1.457142753061232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0633909220278057,5.62293388679288,416.15999999999997,0,20.3999796000204,0,0.0,0
41,74.25,3089.1,1,0,1,0,3044.25,1,1.8109755655859618,1.8109755655859618,1,1,0,0,1,0,1,1,0,0,0,0,0,0,4.3208159036289855,8.035958731827685,5513.0625,0,74250000.0,0,74.25,0
17,64.8,1175.6,0,0,0,0,1101.6,3,3.8117644816609126,3.8117644816609126,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4.186619838331271,7.070384202430356,4199.04,0,64.79993520006481,0,0.0,0
11,20.45,237.3,0,0,0,1,224.95,0,1.85909074008266,1.85909074008266,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.065724645374026,5.473530384104697,418.2025,0,20450000.0,0,0.0,0
15,93.35,1444.65,1,0,1,0,1400.25,2,6.223332918444472,6.223332918444472,0,1,0,0,1,0,0,1,1,0,0,0,1,1,4.547011271814559,7.2763143263943215,8714.222499999998,0,93350000.0,0,93.35,1
1,19.9,19.9,0,0,0,1,19.9,0,19.8999801000199,19.8999801000199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.039749158970765,3.039749158970765,396.00999999999993,0,19900000.0,0,0.0,1
5,88.9,454.15,1,0,0,0,444.5,3,17.779996444000712,17.779996444000712,1,0,0,0,1,1,0,1,0,0,0,1,0,1,4.498697941477575,6.120627034951298,7903.210000000001,0,88900000.00000001,0,0.0,1
33,95.8,3036.75,1,0,1,0,3161.4,3,2.9030302150596907,2.9030302150596907,1,1,1,0,1,0,0,1,0,0,0,1,1,1,4.572646994282532,8.01887238878872,9177.64,0,95.79990420009581,0,95.8,1
72,110.65,8065.65,1,1,0,0,7966.8,5,1.5368055342110343,0.0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,4.7153689782861665,8.99549355735883,12243.4225,0,55.32497233751383,0,0.0,0
3,40.3,92.5,0,0,0,0,120.89999999999999,2,13.433328855557047,13.433328855557047,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.720862499966987,4.537961436294641,1624.0899999999997,1,40300000.0,0,0.0,0
2,82.0,184.65,1,0,1,0,164.0,1,40.99997950001025,40.99997950001025,0,1,0,0,1,0,0,1,1,1,0,0,0,0,4.418840607796598,5.2238631806230895,6724.0,0,82000000.0,0,82.0,1
59,107.0,6152.3,1,0,0,0,6313.0,5,1.8135592912956053,1.8135592912956053,1,0,1,0,1,1,1,1,1,1,0,1,0,1,4.68213122712422,8.724743802255968,11449.0,0,106.99989300010701,0,0.0,0
2,45.35,89.5,0,0,1,0,90.7,0,22.67498866250567,22.67498866250567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.836221292011864,4.505349850705881,2056.6225,0,45350000.0,0,45.35,1
71,73.35,5154.5,0,1,0,0,5207.849999999999,4,1.0330985769986116,0.0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,4.308783672906164,8.547819384957998,5380.222499999999,1,36.67498166250916,0,0.0,0
5,44.8,220.45,0,0,0,0,224.0,0,8.959998208000357,8.959998208000357,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.8242840911201395,5.400196830369207,2007.0399999999997,1,44800000.0,0,0.0,0
27,54.75,1510.3,0,0,0,0,1478.25,2,2.0277777026749,2.0277777026749,1,0,0,0,1,1,0,1,0,1,1,0,0,0,4.020877410340228,7.320725486576075,2997.5625,1,54750000.0,0,0.0,0
1,52.2,52.2,0,0,1,0,52.2,1,52.19994780005221,52.19994780005221,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.9740583963475986,3.9740583963475986,2724.84,0,52200000.00000001,0,52.2,1
63,40.6,2588.95,0,0,0,0,2557.8,3,0.6444444342151677,0.6444444342151677,1,0,1,0,1,1,1,0,0,1,1,0,0,0,3.728100167267218,7.859393849487934,1648.3600000000001,0,40.5999594000406,0,0.0,0
46,110.0,4874.8,1,0,1,0,5060.0,5,2.391304295841211,2.391304295841211,1,1,1,1,1,1,0,1,1,1,0,1,1,1,4.709530201312334,8.492039472532698,12100.0,0,109.99989000011001,1,110.0,1
72,55.3,3983.6,0,1,0,0,3981.6,1,0.7680555448881174,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,4.030694535145645,8.290192209774723,3058.0899999999997,1,27.64998617500691,0,0.0,0
34,60.85,2003.6,0,0,0,0,2068.9,2,1.7897058297145345,1.7897058297145345,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4.124712098838497,7.603199818590766,3702.7225000000003,0,60850000.00000001,0,0.0,0
24,78.4,1832.4,0,0,1,0,1881.6000000000001,4,3.266666530555561,3.266666530555561,1,0,1,0,0,1,0,1,1,1,1,0,1,1,4.37449836825309,7.513927445527675,6146.560000000001,1,78.39992160007841,0,78.4,0
72,69.65,4908.25,0,1,0,0,5014.8,4,0.9673610976755405,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,4.257738109130536,8.49887645963034,4851.1225,0,34.82498258750871,0,0.0,0
60,59.85,3590.2,0,1,0,0,3591.0,5,0.9974999833750003,0.0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,4.108411819433536,8.186241687467723,3582.0225,1,29.92498503750748,0,0.0,0
68,76.9,5023.0,0,0,0,0,5229.200000000001,4,1.130882336310554,1.130882336310554,1,0,1,0,1,1,0,1,1,1,0,1,0,1,4.355425952876702,8.521981708148035,5913.610000000001,0,76.89992310007692,0,0.0,0
8,19.85,146.6,0,1,0,1,158.8,0,2.4812496898437892,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.0373539482448106,4.994505912166372,394.02250000000004,1,9.924995037502482,0,0.0,0
34,67.65,2339.3,0,1,0,0,2300.1000000000004,4,1.9897058238321819,0.0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,4.229021132213981,7.758034405262377,4576.522500000001,0,33.82498308750846,0,0.0,0
6,45.0,298.7,0,0,0,0,270.0,2,7.499998750000208,7.499998750000208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.828641396489095,5.702781974322617,2025.0,0,45000000.0,0,0.0,0
2,64.2,143.65,0,0,0,0,128.4,3,32.099983950008024,32.099983950008024,1,0,0,0,1,0,1,1,0,1,0,0,0,1,4.177459468932607,4.974317031422144,4121.64,0,64200000.00000001,0,0.0,0
31,81.7,2548.65,1,0,0,0,2532.7000000000003,1,2.635483785952136,2.635483785952136,1,0,1,0,0,0,1,1,1,0,0,0,0,0,4.415219602029645,7.843711373830195,6674.89,0,81.6999183000817,0,0.0,0
20,25.55,507.4,0,0,0,1,511.0,0,1.2774999361250032,1.2774999361250032,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3.279029747687948,6.231268539315299,652.8025,1,25550000.000000004,0,0.0,0
1,20.0,20.0,0,0,1,1,20.0,0,19.999980000020003,19.999980000020003,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.044522437723423,3.044522437723423,400.0,1,20000000.0,0,20.0,0
62,96.75,6125.4,1,0,1,0,5998.5,3,1.5604838457986476,1.5604838457986476,1,1,1,0,1,0,0,1,1,0,0,1,1,1,4.582413198865475,8.72036258072303,9360.5625,0,96.74990325009676,0,96.75,1
70,75.65,5411.4,1,1,0,0,5295.5,0,1.0807142702755106,0.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4.339249605317823,8.596447896389488,5722.922500000001,0,37.82498108750946,1,0.0,0
10,98.5,1058.25,1,0,1,0,985.0,3,9.8499990150001,9.8499990150001,1,1,0,0,1,0,1,1,1,0,0,0,1,1,4.600157644164547,6.965316389506668,9702.25,0,98500000.0,0,98.5,1
39,23.8,903.8,0,1,0,1,928.2,0,0.6102563946088104,0.0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3.2108436531709366,6.80771392480191,566.44,1,11.899994050002974,0,0.0,0
46,64.2,3009.5,0,1,0,0,2953.2000000000003,3,1.3956521435727796,0.0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,4.177459468932607,8.009861456904503,4121.64,0,32.099983950008024,0,0.0,0
6,85.35,489.45,1,0,1,0,512.0999999999999,2,14.22499762916706,14.22499762916706,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4.458408804592688,6.195323337010325,7284.622499999999,0,85350000.0,0,85.35,1
72,76.8,5468.45,0,1,0,0,5529.599999999999,3,1.0666666518518522,0.0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,4.354141431184346,8.606933341914624,5898.24,1,38.399980800009594,0,0.0,0
18,55.2,1058.1,0,0,0,0,993.6,2,3.066666496296306,3.066666496296306,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4.028916756899646,6.965174769849623,3047.0400000000004,0,55200000.00000001,0,0.0,0
71,108.55,7616.0,1,1,0,0,7707.05,5,1.528873217903194,0.0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,4.696381066041475,8.938137870372788,11783.102499999999,0,54.274972862513565,0,0.0,0
40,101.3,4113.1,1,0,1,0,4052.0,3,2.532499936687502,2.532499936687502,0,1,0,0,1,0,0,1,1,1,0,0,1,1,4.627909672957581,8.322175377161045,10261.689999999999,0,101300000.0,0,101.3,1
1,69.55,69.55,1,0,1,0,69.55,0,69.54993045006955,69.54993045006955,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.256321678298823,4.256321678298823,4837.202499999999,0,69550000.0,0,69.55,1
58,103.25,6017.65,1,0,0,0,5988.5,4,1.7801723831004763,1.7801723831004763,1,0,1,0,1,0,0,1,1,1,0,1,1,1,4.646791860678911,8.702618260662822,10660.5625,0,103.24989675010326,0,0.0,1
70,104.0,7250.15,1,1,0,0,7280.0,4,1.4857142644897963,0.0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,4.653960350157523,8.888915355959444,10816.0,0,51.999974000013,0,0.0,1
42,25.25,1108.2,0,1,1,1,1060.5,0,0.6011904618764176,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2676659890376327,7.011394313741623,637.5625,0,12.624993687503155,0,25.25,0
34,30.4,938.65,0,0,0,0,1033.6,1,0.8941176207612465,0.8941176207612465,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.4468078929142076,6.84550746550261,924.16,1,30.399969600030403,0,0.0,0
5,20.05,94.15,0,0,0,1,100.25,0,4.009999198000161,4.009999198000161,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0469005601283903,4.555454593742159,402.00250000000005,0,20050000.0,0,0.0,0
25,84.6,2088.05,1,0,0,0,2115.0,1,3.383999864640005,3.383999864640005,0,0,0,0,1,0,0,1,1,0,0,0,1,0,4.449685283147696,7.644464696167211,7157.159999999999,0,84600000.0,0,0.0,0
2,86.2,178.7,1,0,0,0,172.4,2,43.099978450010774,43.099978450010774,1,0,0,0,1,0,0,1,0,0,0,1,0,1,4.468204330914934,5.191288793789513,7430.4400000000005,0,86200000.0,0,0.0,1
55,103.7,5656.75,1,0,0,0,5703.5,5,1.8854545111735546,1.8854545111735546,1,0,1,0,1,0,1,1,0,1,1,1,1,1,4.651099117876491,8.640781565660856,10753.69,1,103.69989630010372,0,0.0,0
21,111.2,2317.1,1,0,1,0,2335.2000000000003,5,5.295237843083912,5.295237843083912,1,1,0,0,1,0,1,1,1,1,0,1,1,1,4.720282993088596,7.748503163607648,12365.44,0,111200000.00000001,0,111.2,1
70,88.0,5986.45,1,1,0,0,6160.0,3,1.2571428391836739,0.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,4.48863636973214,8.697420890953614,7744.0,0,43.999978000011,0,0.0,0
61,106.35,6751.35,1,0,1,0,6487.349999999999,4,1.7434425943697935,1.7434425943697935,1,1,0,0,1,0,1,1,1,0,0,1,1,1,4.67609452432479,8.817645871425219,11310.322499999998,0,106350000.0,0,106.35,0
43,79.15,3566.6,0,1,0,0,3403.4500000000003,5,1.8406976316116832,0.0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,4.383899879055562,8.179648379792052,6264.722500000001,1,39.57498021250989,0,0.0,0
47,103.1,4889.3,1,0,1,0,4845.7,4,2.193616974603894,2.193616974603894,1,1,1,0,1,0,0,1,1,1,0,1,1,1,4.645351975620923,8.495008930280354,10629.609999999999,0,103.0998969001031,0,103.1,0
5,63.95,318.1,0,0,0,0,319.75,3,12.789997442000512,12.789997442000512,1,0,0,0,1,0,1,1,0,0,0,1,1,0,4.173617743116608,5.765504533284198,4089.6025000000004,0,63950000.00000001,0,0.0,0
62,25.8,1563.95,0,1,0,1,1599.6000000000001,0,0.41612902554630604,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.288401887516811,7.355609153582088,665.64,0,12.899993550003224,0,0.0,0
16,89.45,1430.25,1,0,0,0,1431.2,3,5.590624650585959,5.590624650585959,1,0,0,0,1,0,0,1,0,1,1,1,1,0,4.504797211841304,7.26630346730255,8001.302500000001,1,89450000.0,0,0.0,1
7,95.6,644.35,1,0,0,0,669.1999999999999,2,13.657140906122727,13.657140906122727,0,0,0,1,1,0,0,1,1,0,0,0,1,1,4.570578741218473,6.469792805281196,9139.359999999999,0,95600000.0,1,0.0,1
14,25.55,372.45,0,0,0,1,357.7,0,1.8249998696428666,1.8249998696428666,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.279029747687948,5.922784126803076,652.8025,1,25550000.000000004,0,0.0,0
60,90.95,5453.4,1,0,1,0,5457.0,3,1.515833308069445,1.515833308069445,1,1,1,0,0,0,0,1,0,1,1,1,1,0,4.52124495105033,8.604177901383638,8271.9025,1,90.94990905009097,0,90.95,1
34,44.85,1442.6,0,0,1,0,1524.9,3,1.319117608261247,1.319117608261247,1,0,0,0,1,0,1,0,0,0,1,1,1,0,3.825375198702474,7.274895272768633,2011.5225,1,44850000.0,0,44.85,0
50,108.55,5610.7,1,0,1,0,5427.5,5,2.170999956580001,2.170999956580001,1,1,1,0,0,1,1,1,1,1,0,0,1,1,4.696381066041475,8.632608982915363,11783.102499999999,0,108.54989145010856,0,108.55,1
38,25.05,963.95,0,1,0,1,951.9,0,0.6592105089681446,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.260017768199376,6.872076286525119,627.5025,1,12.52499373750313,0,0.0,0
70,74.1,5222.3,0,0,0,0,5187.0,5,1.0585714134489799,1.0585714134489799,1,0,1,0,0,1,1,1,0,1,1,1,0,1,4.318820558770089,8.560884665040662,5490.8099999999995,1,74.0999259000741,0,0.0,0
37,88.8,3340.55,1,0,1,0,3285.6,2,2.399999935135137,2.399999935135137,0,1,0,0,1,0,0,1,1,1,1,0,1,0,4.497584975308154,8.114190050178992,7885.44,1,88800000.0,0,88.8,0
4,78.85,292.8,1,0,1,0,315.4,1,19.71249507187623,19.71249507187623,0,1,0,1,1,0,0,1,0,0,0,0,1,0,4.380149874661021,5.682899263739777,6217.322499999999,0,78850000.0,1,78.85,1
60,93.25,5774.55,1,0,1,0,5595.0,3,1.5541666407638894,1.5541666407638894,1,1,0,1,1,1,0,1,1,1,1,0,0,1,4.54595082632812,8.661388768950372,8695.5625,1,93250000.0,1,93.25,0
62,71.4,4487.3,0,0,0,0,4426.8,4,1.1516128846514053,1.1516128846514053,1,0,1,0,0,1,1,1,0,0,1,1,0,1,4.282206299391671,8.409229289888296,5097.960000000001,1,71.3999286000714,0,0.0,0
1,44.4,44.4,0,0,0,0,44.4,0,44.3999556000444,44.3999556000444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8155121050473024,3.8155121050473024,1971.36,0,44400000.0,0,0.0,1
36,79.2,2854.95,0,0,0,0,2851.2000000000003,5,2.1999999388888907,2.1999999388888907,1,0,0,0,1,1,1,1,0,0,0,1,1,1,4.384523514872469,7.957159816303425,6272.64,0,79200000.0,0,0.0,0
44,20.4,905.55,0,1,0,1,897.5999999999999,0,0.4636363530991738,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0633909220278057,6.809646185871817,416.15999999999997,0,10.19999490000255,0,0.0,0
